"","X","position","company","location","date","source","url","query","experience","computer.science","engineering","phd","bachelor","quantitative","physics","statistics","bioinformatics","master","software.engineering","econometrics","b2b","python","java","c","r","programming","matlab","sql","sas","unix","shell","ruby","perl","scala","javascript","tableau","spss","d3","machine.learning","visualization","algorithm","predictive.modelling","data.mining","optimization","database","classification","statistical","natural.language","project.management","hypotheses","web","distributed","communication","marketing","big.data","spark","hadoop","hive","nosql","mapreduce","zookeeper","pig","mahout","hbase","cloud","maths","degree","business","programming.1","stat","statlang","system","visualization.1","bigdataskills","database.1","ml","res"
"64",63,"â€‹Data Engineer","Jetlore","Sunnyvale,CA","Sat, 04 Jun 2016 01:08:14 GMT","indeed","http://www.indeed.com/viewjob?jk=02133e9398dd01a9&qd=LsVW8c0iEXRzkb9K4S0ffQ2w5VkgUj6ozM4X3HjZvp3vKDvE9IQqsAh1JaX1YCpSf2Ney7v1Iw8m42rnM7CJPmhSYCw_EXVX7eGhM0CKpzPqAhSzImzghGm1GoZ7nsAp&indpubnum=9207766499679789&atk=1anf8iecub8mlam0","dataengineer",NA,2.54029904043303,2.40670189873108,2.94859181071569,0,0,0,2.61345014246493,0,1.97903812032972,0,0,0,0,2.7404768373349,2.85609781406256,0,2.64335757619853,0,0,0,0,0,0,0,2.84664157306811,0,0,0,0,2.70821741091505,0,2.8400109941691,0,0,0,0,0,2.58620322732407,0,0,0,0,0,2.13946460159813,0,0,3.08901198982907,0,0,0,0,0,0,0,0,0,2.6245256475086,1.9754280040979,2.13946460159813,13.3902171636297,7.8241790172976,0,0,0,5.93565356289719,0,5.54822840508415,3
"65",64,"Data Engineer- iQueue","LeanTaas","Santa Clara,CA","Sat, 02 Jul 2016 03:07:03 GMT","indeed","http://www.indeed.com/viewjob?jk=3fba0d4acbd16844&qd=LsVW8c0iEXRzkb9K4S0ffQ2w5VkgUj6ozM4X3HjZvp3vKDvE9IQqsAh1JaX1YCpSf2Ney7v1Iw8m42rnM7CJPmhSYCw_EXVX7eGhM0CKpzPqAhSzImzghGm1GoZ7nsAp&indpubnum=9207766499679789&atk=1anf8iecub8mlam0","dataengineer",NA,0,0,0,0,0,0,2.61345014246493,0,1.97903812032972,0,0,0,2.68735209133191,0,0,2.64756181505171,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70821741091505,0,2.8400109941691,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,2.68735209133191,2.61345014246493,5.33491390638362,0,0,0,0,5.54822840508415,2
"66",65,"Data Engineer- LeanTaaS Labs/iGroup","LeanTaas","Santa Clara,CA","Sat, 02 Jul 2016 03:06:59 GMT","indeed","http://www.indeed.com/viewjob?jk=b2e8a81efcb8b530&qd=LsVW8c0iEXRzkb9K4S0ffQ2w5VkgUj6ozM4X3HjZvp3vKDvE9IQqsAh1JaX1YCpSf2Ney7v1Iw8m42rnM7CJPmhSYCw_EXVX7eGhM0CKpzPqAhSzImzghGm1GoZ7nsAp&indpubnum=9207766499679789&atk=1anf8iecub8mlam0","dataengineer",NA,0,2.40670189873108,0,0,2.75321988790588,0,0,0,1.97903812032972,0,0,0,2.68735209133191,0,0,2.64756181505171,2.64335757619853,0,2.43424564798511,0,0,0,0,0,0,0,0,0,0,0,2.92555564317258,2.8400109941691,0,0,2.92395603001279,0,0,2.58620322732407,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,2.6245256475086,1.9754280040979,2.13946460159813,5.09405399006298,10.8879047927513,5.33491390638362,0,2.92555564317258,0,2.43424564798511,5.76396702418189,2
"67",66,"Data Engineer","Aetion","New York,NY","Fri, 08 Jul 2016 18:58:22 GMT","indeed","http://www.indeed.com/viewjob?jk=c146504248015044&qd=LsVW8c0iEXRzkb9K4S0ffQ2w5VkgUj6ozM4X3HjZvp3vKDvE9IQqsAh1JaX1YCpSf2Ney7v1Iw8m42rnM7CJPmhSYCw_EXVX7eGhM0CKpzPqAhSzImzghGm1GoZ7nsAp&indpubnum=9207766499679789&atk=1anf8iecub8mlam0","dataengineer",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,0,2.7404768373349,0,0,2.64335757619853,0,2.43424564798511,0,0,0,0,0,2.84664157306811,0,0,0,0,0,0,0,0,0,0,2.51654012945688,0,0,0,0,0,0,3.10325242894368,0,0,0,3.08901198982907,0,0,0,0,0,0,0,0,0,0,1.9754280040979,0,5.58711841040301,0,0,0,0,9.03890599184087,4.95078577744198,0,5
"68",67,"Big Data Engineer (Palo Alto)","Globant","Palo Alto,CA","Tue, 03 May 2016 00:12:29 GMT","indeed","http://www.indeed.com/viewjob?jk=e70c3febc0447059&qd=LsVW8c0iEXRzkb9K4S0ffQ2w5VkgUj6ozM4X3HjZvp3vKDvE9IQqsAh1JaX1YCpSf2Ney7v1Iw8m42rnM7CJPmhSYCw_EXVX7eGhM0CKpzPqAhSzImzghGm1GoZ7nsAp&indpubnum=9207766499679789&atk=1anf8iecub8mlam0","dataengineer",NA,2.54029904043303,2.40670189873108,0,0,0,0,0,0,1.97903812032972,0,0,0,0,2.7404768373349,0,0,0,0,2.43424564798511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51654012945688,0,0,0,0,0,0,0,0,0,2.80464190740311,3.08901198982907,2.8400109941691,0,0,0,0,0,0,0,0,0,1.9754280040979,0,7.68747777649901,0,0,0,0,8.73366489140129,4.95078577744198,0,5
"69",68,"ETL Data Engineer","Berkley Technology Services","Wilmington,DE","Wed, 06 Jul 2016 16:36:29 GMT","indeed","http://www.indeed.com/viewjob?jk=7c3d911d5270c18e&qd=LsVW8c0iEXRzkb9K4S0ffQ2w5VkgUj6ozM4X3HjZvp3vKDvE9IQqsAh1JaX1YCpSf2Ney7v1Iw8m42rnM7CJPmhSYCw_EXVX7eGhM0CKpzPqAhSzImzghGm1GoZ7nsAp&indpubnum=9207766499679789&atk=1anf8iecub8mlam0","dataengineer",NA,0,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,2.43424564798511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,0,0,0,0,0,0,2.43424564798511,0,1
"70",69,"A2313A - Data Analytics Engineer - Javascript, Adobe Analytics","Technovision Inc","New York,NY","Thu, 07 Jul 2016 17:30:41 GMT","indeed","http://www.indeed.com/viewjob?jk=dc6c798044c13657&qd=LsVW8c0iEXRzkb9K4S0ffQ2w5VkgUj6ozM4X3HjZvp3vKDvE9IQqsAh1JaX1YCpSf2Ney7v1Iw8m42rnM7CJPmhSYCw_EXVX7eGhM0CKpzPqAhSzImzghGm1GoZ7nsAp&indpubnum=9207766499679789&atk=1anf8iecub8mlam0","dataengineer",NA,2.54029904043303,0,0,0,2.75321988790588,0,0,0,1.97903812032972,0,0,0,0,2.7404768373349,0,0,0,0,0,0,0,0,0,0,0,3.31320195526033,0,0,0,0,0,0,0,0,0,2.51654012945688,0,0,0,0,0,2.46420887136255,0,2.13946460159813,2.48288499704282,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,4.62234959864095,8.59397783302826,2.75321988790588,0,2.46420887136255,5.77741082662288,0,2.51654012945688,0,5
"71",70,"Data Engineer","KKsoftwareassociates","Burbank,CA","Tue, 05 Jul 2016 15:08:14 GMT","indeed","http://www.indeed.com/viewjob?jk=3da765da67f904e1&qd=LsVW8c0iEXRzkb9K4S0ffQ2w5VkgUj6ozM4X3HjZvp3vKDvE9IQqsAh1JaX1YCpSf2Ney7v1Iw8m42rnM7CJPmhSYCw_EXVX7eGhM0CKpzPqAhSzImzghGm1GoZ7nsAp&indpubnum=9207766499679789&atk=1anf8iecub8mlam0","dataengineer",NA,0,0,0,0,2.75321988790588,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,2.43424564798511,0,0,0,0,0,2.84664157306811,0,3.02206520019846,0,0,2.70821741091505,0,2.8400109941691,0,0,0,0,0,0,0,0,0,2.46420887136255,0,2.13946460159813,0,2.80464190740311,3.08901198982907,2.8400109941691,3.11548688536069,0,0,0,0,0,3.57319509903622,0,0,1.9754280040979,2.13946460159813,2.84664157306811,2.75321988790588,0,2.46420887136255,5.48627407156101,18.2689884488663,6.00744074702133,5.54822840508415,4
"72",71,"Data Engineer","Moat","New York,NY","Wed, 06 Jul 2016 05:48:06 GMT","indeed","http://www.indeed.com/viewjob?jk=7a33725a7d0831ed&qd=LsVW8c0iEXRzkb9K4S0ffQ2w5VkgUj6ozM4X3HjZvp3vKDvE9IQqsAh1JaX1YCpSf2Ney7v1Iw8m42rnM7CJPmhSYCw_EXVX7eGhM0CKpzPqAhSzImzghGm1GoZ7nsAp&indpubnum=9207766499679789&atk=1anf8iecub8mlam0","dataengineer",NA,2.54029904043303,2.40670189873108,2.94859181071569,0,0,0,2.61345014246493,0,1.97903812032972,0,0,0,2.68735209133191,0,0,0,2.64335757619853,0,0,0,0,0,0,0,2.84664157306811,0,0,0,0,0,0,0,0,0,2.92395603001279,0,0,0,0,0,0,2.46420887136255,3.10325242894368,0,0,0,0,0,0,0,3.50726658532791,0,0,0,0,2.92877265404458,0,1.9754280040979,0,10.4809946035641,5.53740617247772,2.68735209133191,2.46420887136255,2.46420887136255,12.3859332413843,0,2.92395603001279,5
"73",72,"Data Engineer","SpotHero","Chicago,IL","Fri, 01 Jul 2016 15:56:34 GMT","indeed","http://www.indeed.com/viewjob?jk=a729747362b10c90&qd=LsVW8c0iEXRzkb9K4S0ffQ2w5VkgUj6ozM4X3HjZvp3vKDvE9IQqsAh1JaX1YCpSf2Ney7v1Iw8m42rnM7CJPmhSYCw_EXVX7eGhM0CKpzPqAhSzImzghGm1GoZ7nsAp&indpubnum=9207766499679789&atk=1anf8iecub8mlam0","dataengineer",NA,0,2.40670189873108,0,0,0,0,0,0,1.97903812032972,0,0,0,2.68735209133191,0,0,0,0,0,2.43424564798511,0,0,0,0,0,0,0,0,0,0,2.70821741091505,0,0,0,0,0,2.51654012945688,0,2.58620322732407,0,0,0,2.46420887136255,0,0,0,0,3.08901198982907,2.8400109941691,0,3.21864584764575,3.50726658532791,0,0,0,0,0,0,1.9754280040979,0,5.09405399006298,2.58620322732407,2.68735209133191,2.46420887136255,2.46420887136255,12.6549354169718,8.16943162508774,2.70821741091505,5
"74",73,"Data Analyst, Communications","Facebook","Menlo Park,CA","Fri, 08 Jul 2016 04:02:08 GMT","indeed","http://www.indeed.com/viewjob?jk=fa21fd5ef4de8bb5&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,0,0,0,0,2.75321988790588,0,2.61345014246493,0,1.97903812032972,0,0,0,0,0,0,0,0,0,2.43424564798511,0,0,0,0,0,0,0,0,0,0,0,2.92555564317258,0,0,0,0,0,0,2.58620322732407,0,0,0,0,0,2.13946460159813,0,0,0,0,3.11548688536069,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,0,7.95287325769488,0,0,2.92555564317258,3.11548688536069,2.43424564798511,0,2
"75",74,"Junior Data Scientist - Data Analytics","Verizon","Ashburn,VA","Thu, 07 Jul 2016 05:21:23 GMT","indeed","http://www.indeed.com/viewjob?jk=443921b7985e5c27&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,2.54029904043303,0,0,0,0,0,2.61345014246493,0,1.97903812032972,0,0,0,0,0,0,2.64756181505171,0,0,2.43424564798511,2.74893052482177,0,0,0,0,0,0,3.02206520019846,0,0,0,2.92555564317258,0,0,2.93527906011018,0,2.51654012945688,0,2.58620322732407,0,0,0,2.46420887136255,0,2.13946460159813,0,2.80464190740311,0,2.8400109941691,3.11548688536069,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,2.54029904043303,5.199653369789,5.39649233987348,2.46420887136255,8.41182971473359,8.76013978693291,4.95078577744198,2.93527906011018,5
"76",75,"Junior Data Scientist - Data Analytics","Verizon","Alpharetta,GA","Thu, 07 Jul 2016 05:21:34 GMT","indeed","http://www.indeed.com/viewjob?jk=ee57424839aa7828&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,2.54029904043303,0,0,0,0,0,2.61345014246493,0,1.97903812032972,0,0,0,0,0,0,2.64756181505171,0,0,2.43424564798511,2.74893052482177,0,0,0,0,0,0,3.02206520019846,0,0,0,2.92555564317258,0,0,2.93527906011018,0,2.51654012945688,0,2.58620322732407,0,0,0,2.46420887136255,0,2.13946460159813,0,2.80464190740311,0,2.8400109941691,3.11548688536069,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,2.54029904043303,5.199653369789,5.39649233987348,2.46420887136255,8.41182971473359,8.76013978693291,4.95078577744198,2.93527906011018,5
"77",76,"Data Analyst, Pricing","Beepi","Los Altos,CA","Sun, 03 Jul 2016 05:51:28 GMT","indeed","http://www.indeed.com/viewjob?jk=fa5f2f46bf13aaf2&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,0,0,0,0,0,0,2.61345014246493,0,1.97903812032972,0,0,0,2.68735209133191,0,0,2.64756181505171,0,0,2.43424564798511,2.74893052482177,0,0,0,0,0,0,3.02206520019846,0,0,2.70821741091505,2.92555564317258,2.8400109941691,0,0,0,2.51654012945688,0,2.58620322732407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,0,2.68735209133191,5.199653369789,8.08384443120539,0,5.94762084337104,0,4.95078577744198,5.54822840508415,2
"78",77,"Data Analyst, Talent Acquisition","Workday","Pleasanton,CA","Tue, 12 Jul 2016 00:17:42 GMT","indeed","http://www.indeed.com/viewjob?jk=4694ff4b27eeffaf&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58620322732407,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,0,2.58620322732407,0,0,0,0,0,0,1
"79",78,"Data Analyst","Rouse-Consulting, LLC","Sunnyvale,CA","Fri, 08 Jul 2016 15:16:58 GMT","indeed","http://www.indeed.com/viewjob?jk=731bf043e53b3fdc&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,0,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58620322732407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6245256475086,1.9754280040979,0,0,5.21072887483267,0,0,0,0,0,0,1
"80",79,"Business Data Analyst","Purch","New York,NY","Wed, 06 Jul 2016 20:38:50 GMT","indeed","http://www.indeed.com/viewjob?jk=43f54de24c3d03aa&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,2.68735209133191,2.7404768373349,0,2.64756181505171,2.64335757619853,0,2.43424564798511,0,0,0,3.55918438459341,0,2.84664157306811,3.31320195526033,3.02206520019846,0,0,0,2.92555564317258,0,0,0,0,0,0,0,0,0,0,2.46420887136255,0,0,0,0,0,2.8400109941691,3.11548688536069,0,0,0,3.40913492740208,0,0,0,0,1.9754280040979,0,15.1468568415887,0,5.33491390638362,2.46420887136255,11.7250316699939,12.21127438,2.43424564798511,0,5
"81",80,"Technical Data Analyst","Bank of America","Plano,TX","Fri, 08 Jul 2016 02:04:29 GMT","indeed","http://www.indeed.com/viewjob?jk=d46c9e44bc6b665e&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,2.43424564798511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51654012945688,0,0,0,0,0,0,0,2.13946460159813,0,2.80464190740311,3.08901198982907,2.8400109941691,3.11548688536069,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,0,0,0,0,0,11.849151776762,4.95078577744198,0,5
"82",81,"Operations Analyst","Tesla Motors","Fremont,CA","Mon, 20 Jun 2016 05:03:32 GMT","indeed","http://www.indeed.com/viewjob?jk=250609e034812004&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,0,2.40670189873108,0,0,0,0,2.61345014246493,0,1.97903812032972,0,0,0,2.68735209133191,2.7404768373349,2.85609781406256,2.64756181505171,0,0,2.43424564798511,2.74893052482177,0,0,0,0,0,3.31320195526033,0,3.36288973944944,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46420887136255,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,2.6245256475086,1.9754280040979,2.13946460159813,14.0038305967208,5.23797578997353,11.4467341706548,2.46420887136255,5.77741082662288,0,2.43424564798511,0,3
"83",82,"Data Analyst - Online Marketing","Curbside","Palo Alto,CA","Sat, 18 Jun 2016 03:07:41 GMT","indeed","http://www.indeed.com/viewjob?jk=e03a2385125b13e7&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,2.54029904043303,0,0,0,0,0,0,0,1.97903812032972,0,0,0,2.68735209133191,2.7404768373349,0,0,2.64335757619853,0,2.43424564798511,0,0,0,0,0,0,3.31320195526033,0,0,0,0,2.92555564317258,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,2.48288499704282,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,4.62234959864095,11.2813299243602,0,2.68735209133191,0,6.23875759843292,0,2.43424564798511,0,5
"84",83,"Data Analytics Associate, Aftermarket Accessories","Tesla Motors","Fremont,CA","Fri, 24 Jun 2016 07:17:48 GMT","indeed","http://www.indeed.com/viewjob?jk=8f01d4c4182791ca&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,2.54029904043303,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,2.64756181505171,0,0,0,0,0,0,0,0,0,0,3.02206520019846,0,0,0,0,0,0,2.93527906011018,0,0,0,2.58620322732407,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,2.6245256475086,1.9754280040979,2.13946460159813,2.54029904043303,5.21072887483267,2.64756181505171,0,3.02206520019846,0,0,2.93527906011018,2
"85",84,"HEALTH CARE DATA ANALYST","Department of Defense","Aurora,CO","Thu, 07 Jul 2016 21:28:08 GMT","indeed","http://www.indeed.com/viewjob?jk=b98f3cecf26a9fed&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,2.64756181505171,0,0,0,2.74893052482177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29782709369338,2.58620322732407,0,0,0,2.46420887136255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,0,0,2.58620322732407,5.39649233987348,2.46420887136255,2.46420887136255,0,0,3.29782709369338,1
"86",85,"Health Data Analyst","Georgia Association for Primary Health Care","Decatur,GA","Wed, 29 Jun 2016 17:49:40 GMT","indeed","http://www.indeed.com/viewjob?jk=5c96a766290e7995&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,0,0,0,2.38724908530888,0,0,2.61345014246493,0,1.97903812032972,0,0,0,0,0,0,0,0,0,2.43424564798511,2.74893052482177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58620322732407,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,0,5.199653369789,2.74893052482177,0,0,0,2.43424564798511,0,2
"87",86,"StreetEasy, Data Analyst","StreetEasy","New York,NY","Tue, 05 Jul 2016 22:39:07 GMT","indeed","http://www.indeed.com/viewjob?jk=36fb81c712eee3c9&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,0,2.40670189873108,0,0,2.75321988790588,0,2.61345014246493,0,1.97903812032972,0,0,0,2.68735209133191,0,0,2.64756181505171,0,0,2.43424564798511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46420887136255,0,0,2.48288499704282,0,0,0,0,0,0,0,0,0,0,0,2.6245256475086,1.9754280040979,2.48288499704282,5.09405399006298,7.99119567787941,5.33491390638362,2.46420887136255,2.46420887136255,0,2.43424564798511,0,2
"88",87,"Junior Software Data Analyst","Cendyn","Boca Raton,FL","Sat, 09 Jul 2016 21:56:06 GMT","indeed","http://www.indeed.com/viewjob?jk=a3d01c7bfde4808a&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,2.54029904043303,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,2.64335757619853,0,2.43424564798511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93527906011018,2.92395603001279,2.51654012945688,0,2.58620322732407,0,0,0,0,0,2.13946460159813,2.48288499704282,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,4.62234959864095,2.54029904043303,5.51015925733686,0,0,0,0,4.95078577744198,5.85923509012297,2
"89",88,"Data Analyst","Vadata, Inc","Ashburn,VA","Mon, 11 Jul 2016 18:29:24 GMT","indeed","http://www.indeed.com/viewjob?jk=27c67828daa9df26&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,0,2.7404768373349,0,0,0,0,2.43424564798511,0,0,0,0,0,0,3.31320195526033,0,0,0,0,0,0,0,0,0,2.51654012945688,0,2.58620322732407,0,0,0,2.46420887136255,3.10325242894368,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,6.05367879259523,2.58620322732407,0,2.46420887136255,5.77741082662288,3.10325242894368,4.95078577744198,0,5
"90",89,"Entry Level Data Analyst","Sky I.T. Group (Sky Business Intelligence Team)","New York,NY","Wed, 15 Jun 2016 01:23:57 GMT","indeed","http://www.indeed.com/viewjob?jk=4e4c68c484e97ede&qd=LsVW8c0iEXRzkb9K4S0fffhNLhk17tz2W_xrIO9DOIbUqnjJEP-iHPxFOC-2stlCTYbOrFiFeGYXZxzATHsckXc-wpMSPkxTMotLHDEJacqDBfhE8IgzO_q_LQgY-_NZ&indpubnum=9207766499679789&atk=1anf8ifnpbukpehr","dataanalyst",NA,2.54029904043303,2.40670189873108,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92555564317258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80464190740311,0,0,0,0,0,0,0,0,0,2.92877265404458,0,1.9754280040979,0,4.94700093916411,0,0,0,2.92555564317258,5.7334145614477,0,0,5
