"","X","position","company","location","date","source","url","query","experience","computer.science","engineering","phd","bachelor","quantitative","physics","statistics","bioinformatics","master","software.engineering","econometrics","b2b","python","java","c","r","programming","matlab","sql","sas","unix","shell","ruby","perl","scala","javascript","tableau","spss","d3","machine.learning","visualization","algorithm","predictive.modelling","data.mining","optimization","database","classification","statistical","natural.language","project.management","hypotheses","web","distributed","communication","marketing","big.data","spark","hadoop","hive","nosql","mapreduce","zookeeper","pig","mahout","hbase","cloud","maths","degree","business","programming.1","stat","statlang","system","visualization.1","bigdataskills","database.1","ml","res"
"1164",965,"Business Analyst - Supply Chain","99Â¢ Only Stores","Los Angeles, CA, 90023","07/13/2016","monster","http://job-openings.monster.com/monster/3ead7ce7-ebb7-437d-98ae-3f4a1bd24cc9?mescoid=1300087001001&jobPosition=22","businessanalyst",NA,2.54029904043303,2.40670189873108,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,2.43424564798511,2.74893052482177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78798199416509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.78798199416509,4.94700093916411,0,2.74893052482177,0,0,0,2.43424564798511,0,1
"1165",966,"Business Analyst, Facilities","MorphoTrust","Franklin, TN, 37067","07/13/2016","monster","http://job-openings.monster.com/monster/3d4b59a8-da7f-410d-bc6b-7180e8f383f3?mescoid=1300087001001&jobPosition=23","businessanalyst",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,0,0,0,0,0,0,0,0,1
"1166",967,"Business Analyst-160065257","JP Morgan","Columbus, OH","07/13/2016","monster","http://job-openings.monster.com/monster/2ecf1e1e-33d5-491e-8a86-359ee31a0377?mescoid=1300087001001&jobPosition=24","businessanalyst",NA,0,0,0,2.38724908530888,0,0,2.61345014246493,0,1.97903812032972,0,0,0,0,0,0,0,0,0,2.43424564798511,2.74893052482177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,2.6245256475086,1.9754280040979,2.13946460159813,0,5.23797578997353,2.74893052482177,0,0,0,2.43424564798511,0,2
"1167",968,"Business Analyst","SterlingBackcheck","Atlanta, GA, 30039","07/13/2016","monster","http://job-openings.monster.com/monster/2e5477da-a143-44ae-843d-7f8da4de5441?mescoid=1300087001001&jobPosition=25","businessanalyst",NA,0,2.40670189873108,0,0,0,0,2.61345014246493,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78798199416509,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,4.92744659576322,2.40670189873108,2.61345014246493,0,0,0,0,0,0,1
"1168",969,"Business Analyst (LSL)","MTM, Inc.","Lake St. Louis, MO, 63367","07/13/2016","monster","http://job-openings.monster.com/monster/2c6c155a-1fed-4255-b489-4520e489516d?mescoid=1300087001001&jobPosition=26","businessanalyst",NA,0,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51654012945688,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,0,0,0,0,0,0,2.51654012945688,0,1
"1169",970,"Senior Analyst, Operations Business Analyst","Walmart","SAN BRUNO, CA","07/13/2016","monster","http://job-openings.monster.com/monster/2be7eef8-612d-4349-8e03-de7d8f85271e?mescoid=1300087001001&jobPosition=27","businessanalyst",NA,0,0,0,0,0,0,2.61345014246493,0,1.97903812032972,0,0,0,0,0,0,0,0,0,2.43424564798511,0,0,0,0,0,0,0,3.02206520019846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,0,2.61345014246493,0,0,3.02206520019846,0,2.43424564798511,0,1
"1170",971,"Business Analyst - (Job Number: 89726)","Ciber","Allen Park, MI","07/13/2016","monster","http://job-openings.monster.com/monster/2afd1497-de09-48b7-8f27-4e123742a001?mescoid=1300087001001&jobPosition=28","businessanalyst",NA,2.54029904043303,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,2.54029904043303,0,0,0,0,0,0,0,1
"1171",972,"CIB Operations (Derivatives Ops) - DCO Change Business Analyst - Chicago - Analyst-160065251","JP Morgan","Chicago, IL","07/13/2016","monster","http://job-openings.monster.com/monster/29bd05e5-b64c-4846-a1f7-0fb7df0a2afc?mescoid=1300087001001&jobPosition=29","businessanalyst",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78798199416509,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,4.92744659576322,0,0,0,0,0,0,0,0,1
"1172",973,"Sample Manager â€?Thermo LIMS- Business Analyst","Enterprise Solution inc","St. Louis, MO","07/13/2016","monster","http://job-openings.monster.com/monster/27d34a4b-1d88-4d35-853e-3fbd10a4f443?mescoid=1300087001001&jobPosition=30","businessanalyst",NA,0,2.40670189873108,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,2.64335757619853,0,2.43424564798511,2.74893052482177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51654012945688,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,2.40670189873108,0,2.74893052482177,0,0,0,4.95078577744198,0,1
"1173",974,"CIB Operations (Derivatives Ops) - DCO Change Business Analyst - Chicago - Analyst-160065251","JP Morgan","Chicago, IL","07/13/2016","monster","http://job-openings.monster.com/monster/29bd05e5-b64c-4846-a1f7-0fb7df0a2afc?mescoid=1300087001001&jobPosition=1","businessanalyst",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78798199416509,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,4.92744659576322,0,0,0,0,0,0,0,0,1
"1174",975,"Sample Manager â€?Thermo LIMS- Business Analyst","Enterprise Solution inc","St. Louis, MO","07/13/2016","monster","http://job-openings.monster.com/monster/27d34a4b-1d88-4d35-853e-3fbd10a4f443?mescoid=1300087001001&jobPosition=2","businessanalyst",NA,0,2.40670189873108,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,2.64335757619853,0,2.43424564798511,2.74893052482177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51654012945688,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,2.40670189873108,0,2.74893052482177,0,0,0,4.95078577744198,0,1
"1175",976,"Sr. Business Analyst â€?HR & Finance","Little Caesars","Detroit, MI, 48201","07/13/2016","monster","http://job-openings.monster.com/monster/26690c8e-0a36-4807-818a-8e526853d380?mescoid=1300087001001&jobPosition=3","businessanalyst",NA,0,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,0,0,0,0,0,0,0,0,1
"1176",977,"Senior Business Analyst","Halfaker and Associates","Washington, DC, 20001","07/13/2016","monster","http://job-openings.monster.com/monster/2559c0bb-6d65-45f9-aa51-a8f9557edc04?mescoid=1300087001001&jobPosition=4","businessanalyst",NA,2.54029904043303,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,2.6245256475086,1.9754280040979,2.13946460159813,2.54029904043303,2.6245256475086,0,0,0,0,0,0,1
"1177",978,"Salesforce Business Analyst","TEKsystems, Inc","San Francisco, CA","07/13/2016","monster","http://job-openings.monster.com/monster/24a2f985-0388-4e07-833e-df49b3f9aaa2?mescoid=1300087001001&jobPosition=5","businessanalyst",NA,0,2.40670189873108,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,0,2.40670189873108,0,0,0,0,0,0,0,1
"1178",979,"Healthcare Business Analyst","Healthcare Software","Fort Washington, PA","07/13/2016","monster","http://job-openings.monster.com/monster/20b41793-5fca-4a8a-b6ba-1c4ae78cafdd?mescoid=1300087001001&jobPosition=6","businessanalyst",NA,0,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,0,0,0,0,0,0,0,0,1
"1179",980,"Project Manager/Business Analyst - Order to Cash","Liz Dooley Recruiting, LLC","Warrenville, IL, 60555","07/13/2016","monster","http://job-openings.monster.com/monster/1e2246df-176e-4c9f-8572-c59bc449bbf1?mescoid=1300087001001&jobPosition=7","businessanalyst",NA,0,2.40670189873108,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78798199416509,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,4.92744659576322,2.40670189873108,0,0,0,0,0,0,0,1
"1180",981,"Business Analyst II - Reporting CoE Job","Boston Scientific","Marlborough, MA","07/13/2016","monster","http://job-openings.monster.com/monster/1cf6d2d1-d5a9-4e2e-be95-f6b4f4a9038c?mescoid=1300087001001&jobPosition=8","businessanalyst",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92395603001279,0,0,0,0,2.78798199416509,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,4.92744659576322,0,2.92395603001279,0,0,0,0,0,2.92395603001279,1
"1181",982,"Technical Data Warehouse Business Analyst-160045583","JP Morgan","Westerville, OH","07/13/2016","monster","http://job-openings.monster.com/monster/1b9295fc-92e5-41b9-9abe-ef5cb0e584e2?mescoid=1500143001001&jobPosition=9","businessanalyst",NA,0,2.40670189873108,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,2.43424564798511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51654012945688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,0,2.40670189873108,0,0,0,0,0,4.95078577744198,0,1
"1182",983,"Finance Data Business Analyst/ Project Manager-160069709","JP Morgan","Jersey City, NJ","07/13/2016","monster","http://job-openings.monster.com/monster/1a0c14e1-f7e0-4661-a15a-7024117197b4?mescoid=1300087001001&jobPosition=10","businessanalyst",NA,0,2.40670189873108,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,2.85609781406256,2.64756181505171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78798199416509,0,0,0,2.13946460159813,0,2.80464190740311,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,4.92744659576322,5.26279971279363,0,2.64756181505171,0,0,2.80464190740311,0,0,1
"1183",984,"Business Analyst - Programming (.NET)","Atkins","Houston, MN","07/13/2016","monster","http://job-openings.monster.com/monster/198f580c-b31a-4b0b-affc-58620006edc8?mescoid=1300087001001&jobPosition=11","businessanalyst",NA,2.54029904043303,2.40670189873108,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,2.64335757619853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,4.94700093916411,0,0,0,0,0,0,0,1
"1184",985,"Business Analyst","ACT Consulting","Fort Washington, PA, 19034","07/13/2016","monster","http://job-openings.monster.com/monster/19820fee-2964-4a7b-a6f4-e74be60885f5?mescoid=1300087001001&jobPosition=12","businessanalyst",NA,2.54029904043303,2.40670189873108,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,4.94700093916411,0,0,0,0,0,0,0,1
"1185",986,"PS Business Analyst","NCR Corporation","Boston, MA","07/13/2016","monster","http://job-openings.monster.com/monster/19656478-5004-4e34-8ecf-ffb60fd43195?mescoid=1300087001001&jobPosition=13","businessanalyst",NA,2.54029904043303,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,2.74893052482177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,0,2.54029904043303,0,2.74893052482177,0,0,0,0,0,1
"1186",987,"Business Analyst II","IPS Technology Services","Detroit, MI","07/13/2016","monster","http://job-openings.monster.com/monster/152b13c2-4aa7-483b-9cb4-4606cdffcf91?mescoid=1300087001001&jobPosition=14","businessanalyst",NA,0,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,0,0,0,0,0,0,0,0,0,1
"1187",988,"Associate Business Analyst","National Grid","Waltham, MA, 02451","07/13/2016","monster","http://job-openings.monster.com/monster/1311e278-44ae-406e-aa12-e9996dcb23ef?mescoid=1300087001001&jobPosition=15","businessanalyst",NA,2.54029904043303,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92555564317258,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,2.54029904043303,0,0,0,2.92555564317258,0,0,0,1
"1188",989,"Technical Business Analyst with Top Investment Bank","TEKsystems, Inc","Jersey City, NJ","07/13/2016","monster","http://job-openings.monster.com/monster/10e282fa-7b83-499b-af22-f1d010a478ed?mescoid=1500144001001&jobPosition=16","businessanalyst",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,0,2.7404768373349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51654012945688,0,0,0,2.78798199416509,0,0,3.10325242894368,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,4.92744659576322,2.7404768373349,0,0,0,0,3.10325242894368,2.51654012945688,0,1
"1189",990,"Business Analyst - Mortgage","Pulte Homes, Inc.","Englewood (PMC), CO","07/13/2016","monster","http://job-openings.monster.com/monster/10b0a701-9da5-4998-9657-be5062f96256?mescoid=1300087001001&jobPosition=17","businessanalyst",NA,0,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,2.43424564798511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51654012945688,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,0,0,0,0,0,0,4.95078577744198,0,1
"1190",991,"Business Analyst","NTT Data","Peoria, IL","07/13/2016","monster","http://job-openings.monster.com/monster/0ab3ae2d-d4b4-45ec-80ef-0a68e98db454?mescoid=1300087001001&jobPosition=18","businessanalyst",NA,0,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,2.43424564798511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78798199416509,0,0,0,2.13946460159813,0,2.80464190740311,0,2.8400109941691,0,0,0,0,0,0,0,2.92877265404458,0,1.9754280040979,4.92744659576322,0,0,0,0,0,8.5734255556168,2.43424564798511,0,1
"1191",992,"Financial Services Business / Data Analyst","ANR Executives","Boston, MA","07/13/2016","monster","http://job-openings.monster.com/monster/06927224-791a-49f4-bdc8-6c481fb4042a?mescoid=1300109001001&jobPosition=19","businessanalyst",NA,0,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51654012945688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,0,0,0,0,0,0,0,2.51654012945688,0,1
"1193",994,"Business Analyst","Chegg","Santa Clara, CA","07/13/2016","monster","http://job-openings.monster.com/monster/0186eecf-f993-4530-a41d-7f4b843ff600?mescoid=1300087001001&jobPosition=21","businessanalyst",NA,0,2.40670189873108,0,2.38724908530888,2.75321988790588,0,2.61345014246493,0,0,0,0,0,0,0,0,0,0,0,2.43424564798511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,2.6245256475086,0,2.13946460159813,2.40670189873108,7.99119567787941,0,0,0,0,2.43424564798511,0,2
"1194",995,"Business Analyst (Healthcare)","TEKsystems, Inc","Bedford, MA","07/13/2016","monster","http://job-openings.monster.com/monster/00d6e099-290d-4cb2-a77c-950a601065cb?mescoid=1300087001001&jobPosition=22","businessanalyst",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,0,0,0,0,0,0,0,0,1
"1195",996,"Business Anayst CQ5/AEM","TEKsystems, Inc","Beaverton, OR","07/13/2016","monster","http://job-openings.monster.com/monster/11dc6bd2-df31-457e-a3ef-310ecf9ec437?mescoid=1300087001001&jobPosition=23","businessanalyst",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46420887136255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,0,0,0,0,2.46420887136255,2.46420887136255,0,0,0,1
"1196",997,"Business Analyst II","ALLMED STAFFING INC","Houston, TX","07/13/2016","monster","http://job-openings.monster.com/monster/53e1b78f-18d0-4e36-8d72-b9c192931b21?mescoid=1300087001001&jobPosition=24","businessanalyst",NA,0,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,2.7404768373349,0,0,0,0,2.43424564798511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51654012945688,0,0,0,0,0,2.46420887136255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,0,2.7404768373349,0,0,2.46420887136255,2.46420887136255,0,4.95078577744198,0,1
"1197",998,"Senior Business Analyst/Quality Assurance  (QA) SME","N.E.T.","Arlington, VA","07/13/2016","monster","http://job-openings.monster.com/monster/46f03d80-2e9c-4071-9aea-54e5d559ba3b?mescoid=1700192001001&jobPosition=25","businessanalyst",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,0,0,0,0,0,0,0,0,1
"1198",999,"Project Manager/Business Analyst","TEKsystems, Inc","Charlotte, NC","07/13/2016","monster","http://job-openings.monster.com/monster/20ddb945-0570-4448-b970-59c83f6d1099?mescoid=1300087001001&jobPosition=26","businessanalyst",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,2.74893052482177,0,0,0,0,2.84664157306811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,2.84664157306811,0,2.74893052482177,0,0,2.84664157306811,0,0,1
"1199",1000,"Associate Business Analyst - PD","NextEra Energy","Jupiter, FL","07/13/2016","monster","http://job-openings.monster.com/monster/08d01833-e2c4-4cb4-88eb-4cb6173f5940?mescoid=1300087001001&jobPosition=27","businessanalyst",NA,0,2.40670189873108,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78798199416509,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,4.92744659576322,2.40670189873108,0,0,0,0,0,0,0,1
"1200",1001,"Business Analyst","Noblis","Falls Church, VA","07/13/2016","monster","http://job-openings.monster.com/monster/b3293083-a312-4238-a76a-a558d2b50d5d?mescoid=1300087001001&jobPosition=28","businessanalyst",NA,0,2.40670189873108,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,2.40670189873108,0,0,0,0,0,0,0,1
"1202",1003,"Senior Business Analyst","Allscripts","Burlington, MA","07/13/2016","monster","http://job-openings.monster.com/monster/cf5d0867-df98-4d68-b126-4cb36a125834?mescoid=1300087001001&jobPosition=30","businessanalyst",NA,0,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,2.74893052482177,0,0,0,0,2.84664157306811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,2.84664157306811,0,2.74893052482177,0,0,2.84664157306811,0,0,1
"1204",1005,"Senior Business Analyst","Allscripts","Burlington, MA","07/13/2016","monster","http://job-openings.monster.com/monster/cf5d0867-df98-4d68-b126-4cb36a125834?mescoid=1300087001001&jobPosition=2","businessanalyst",NA,0,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,2.74893052482177,0,0,0,0,2.84664157306811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,2.84664157306811,0,2.74893052482177,0,0,2.84664157306811,0,0,1
"1205",1006,"Business Analyst","Raasinfotek","Newark, DE","07/13/2016","monster","http://job-openings.monster.com/monster/aea29a26-6654-4607-8563-e9a6fd9f3002?mescoid=1300087001001&jobPosition=3","businessanalyst",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,0,0,0,0,0,0,0,0,1
"1206",1007,"Business Analyst - Internal Audit","Southwest Airlines Co.","Dallas, TX, 75235","07/13/2016","monster","http://job-openings.monster.com/monster/17fe0471-6b31-46bb-81aa-e905a84672ce?mescoid=1300087001001&jobPosition=4","businessanalyst",NA,0,0,0,0,0,0,2.61345014246493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51654012945688,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,2.6245256475086,0,2.13946460159813,0,5.23797578997353,0,0,0,0,2.51654012945688,0,1
"1207",1008,"Network Business Analyst","TEKsystems, Inc","Baltimore, MD","07/13/2016","monster","http://job-openings.monster.com/monster/e794df7e-a560-4bbc-9e20-41c4435a5805?mescoid=1300087001001&jobPosition=5","businessanalyst",NA,0,0,0,0,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,0,0,0,0,0,0,0,0,1
"1209",1010,"Business Analyst - Internal Audit","Southwest Airlines","Dallas, TX","07/13/2016","monster","http://job-openings.monster.com/monster/cbef6570-c733-4eaa-8942-0c2f6b1fd35a?mescoid=1300087001001&jobPosition=7","businessanalyst",NA,0,0,0,0,0,0,2.61345014246493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51654012945688,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,2.6245256475086,0,2.13946460159813,0,5.23797578997353,0,0,0,0,2.51654012945688,0,1
"1210",1011,"Technical Business Analyst (G)","Oge Energy Corp","Oklahoma City, OK","07/13/2016","monster","http://job-openings.monster.com/monster/b7eddf75-e4c3-4d53-8754-ae38ad50f214?mescoid=1500144001001&jobPosition=8","businessanalyst",NA,2.54029904043303,0,0,2.38724908530888,0,0,0,0,1.97903812032972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92555564317258,0,0,0,0,0,0,0,0,0,0,0,0,2.13946460159813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9754280040979,2.13946460159813,2.54029904043303,0,0,0,2.92555564317258,0,0,0,1
"1211",1012,"Business Analyst","GB Internet Solutions","Boston, MA, 02298","07/13/2016","monster","http://job-openings.monster.com/monster/a5f4dca3-bdd9-43bc-9946-be78d5b4d460?mescoid=1300087001001&jobPosition=9","businessanalyst",NA,2.54029904043303,2.40670189873108,0,0,2.75321988790588,3.29782709369338,2.61345014246493,0,0,0,0,0,2.68735209133191,0,0,0,0,0,2.43424564798511,0,0,0,3.55918438459341,3.00059008704654,0,0,3.02206520019846,0,0,0,2.92555564317258,0,0,0,0,0,0,2.58620322732407,0,0,0,0,0,2.13946460159813,2.48288499704282,0,0,0,0,0,0,0,0,0,0,0,2.6245256475086,0,4.62234959864095,14.194127502136,13.8752259988969,2.68735209133191,0,5.94762084337104,0,2.43424564798511,0,3
